brand,model,year,transmission,mileage,fuelType,engineSize,price
7,116,2017,1,15002,4,1.4,11590
7,116,2019,0,9520,0,2.0,17940
7,116,2019,1,12340,0,1.6,14390
7,116,2019,1,471,0,2.0,18190
7,53,2017,1,25766,4,1.0,7290
7,53,2016,0,9888,4,1.0,8500
7,63,2016,1,29089,4,1.0,7000
7,116,2016,1,43763,0,2.0,14400
7,100,2018,0,7817,0,2.0,23500
7,187,2014,1,43429,0,1.6,9000
7,63,2016,1,32972,4,1.2,8300
7,116,2017,1,27099,0,1.6,10700
7,53,2013,1,51082,4,1.0,5000
7,53,2016,1,18565,4,1.0,7600
7,63,2014,0,26008,4,0.0,7500
7,116,2017,1,22508,4,1.0,9400
7,116,2017,1,28518,0,2.0,16500
7,154,2017,1,26967,4,2.0,14700
7,154,2016,3,11210,0,2.0,15300
7,187,2017,3,22848,4,1.2,13000
7,63,2016,1,23778,4,1.2,8100
7,154,2015,1,41528,0,2.0,12400
7,116,2017,1,22231,4,1.4,13000
7,100,2019,0,13149,0,2.0,22000
7,53,2018,1,19001,4,1.0,7800
7,63,2017,1,9873,4,1.2,8700
7,154,2016,0,45020,0,2.0,16500
7,154,2016,1,12582,4,1.4,15100
7,53,2016,1,18255,4,1.0,7000
7,63,2015,1,23262,4,1.0,6000
7,53,2013,1,25269,4,1.0,5000
7,63,2015,1,40528,4,1.2,6600
7,53,2015,1,13539,4,1.0,6300
7,53,2018,1,40123,4,1.0,6800
7,116,2016,0,41092,0,2.0,14800
7,187,2015,1,37256,0,2.0,10200
7,187,2016,0,25956,4,1.2,11800
7,53,2017,1,4417,4,1.0,8000
7,53,2016,1,9843,4,1.0,7500
7,154,2016,0,33129,0,1.6,14100
7,154,2017,0,31813,0,2.0,17300
7,154,2017,0,29985,4,2.0,18500
7,154,2017,0,12129,0,2.0,19400
7,63,2016,1,18999,4,1.2,10000
7,63,2016,1,29388,4,1.2,8700
7,116,2018,0,9705,0,2.0,18400
7,154,2017,0,7952,0,2.0,19300
7,116,2016,0,21509,4,1.4,11800
7,116,2017,1,10664,0,2.0,14000
7,154,2017,0,44942,0,2.0,16500
7,116,2017,1,40861,4,1.4,10200
7,63,2015,0,32437,4,1.2,10800
7,53,2016,1,16524,4,1.0,6400
7,63,2018,1,10720,4,0.0,11500
7,116,2019,0,259,4,1.5,16000
7,187,2014,0,22776,4,1.2,10500
7,63,2015,0,32453,0,1.4,8800
7,187,2016,1,36817,0,2.0,11100
7,53,2017,1,12867,4,1.0,6800
7,53,2013,1,32716,4,1.0,5000
7,136,2018,1,8349,4,1.0,11100
7,53,2018,1,1852,4,1.0,8200
7,63,2016,1,30113,4,1.2,9000
7,53,2015,1,19288,4,1.0,6300
7,154,2016,0,17089,0,2.0,17000
7,116,2019,0,5113,4,2.0,19800
7,116,2018,1,16707,4,1.5,13300
7,101,2019,0,11568,0,2.0,25000
7,116,2017,0,36751,0,2.0,16800
7,116,2017,1,36817,0,2.0,12500
7,187,2017,3,45932,4,1.2,10499
7,63,2018,1,18534,4,1.0,8600
7,63,2015,1,14829,4,1.0,6700
7,154,2013,0,30150,0,2.0,9489
7,63,2016,1,23156,4,1.2,7789
7,63,2017,1,8675,4,1.0,10495
7,53,2017,1,34948,4,1.0,6495
7,136,2017,1,20395,4,1.2,8995
7,53,2013,1,33576,4,1.0,4600
7,154,2019,1,2917,4,1.5,15810
7,116,2016,0,44500,4,2.0,14471
7,63,2017,1,25985,4,1.0,7559
7,188,2017,0,27264,4,1.2,13825
7,53,2018,1,34672,4,1.0,6375
7,100,2019,1,2329,0,2.0,19300
7,116,2016,1,23511,4,1.4,11300
7,63,2017,0,19310,4,1.2,10500
7,116,2016,1,31070,0,1.6,9600
7,63,2018,1,9719,4,1.0,9500
7,116,2017,0,23591,0,2.0,17500
7,154,2017,0,43672,0,2.0,16700
7,154,2013,0,77939,0,2.0,8499
7,154,2017,0,16755,0,2.0,13699
7,187,2016,0,48682,4,1.2,10499
7,53,2016,1,73458,4,1.0,4500
7,154,2015,1,105060,0,2.0,8000
7,116,2014,1,64990,0,1.6,7000
7,154,2017,1,10938,4,1.4,17500
7,116,2020,1,10,4,1.5,16595
7,154,2017,0,43299,0,2.0,14595
7,116,2016,1,31111,4,1.4,9995
7,116,2016,1,81394,0,2.0,9995
7,63,2016,1,44344,4,1.2,7495
7,116,2014,1,46721,0,2.0,8995
7,63,2016,1,49677,4,1.2,8695
7,116,2016,0,6993,4,1.0,10690
7,116,2017,1,28270,4,1.0,10380
7,116,2017,1,25582,4,1.0,10390
7,53,2013,0,87000,4,1.0,3995
7,154,2014,1,45200,0,2.0,10495
7,63,2010,1,74000,0,1.6,3695
7,63,2016,1,36795,0,1.4,8125
7,187,2017,1,30627,4,1.2,11325
7,63,2018,1,7250,4,1.0,11799
7,149,2019,0,506,0,1.6,18710
7,100,2019,1,1752,0,2.0,22890
7,100,2018,1,12009,0,1.6,16995
7,188,2017,1,25116,4,1.2,12671
7,187,2016,1,34770,4,1.2,10300
7,116,2016,1,29781,0,2.0,16000
7,116,2017,0,19576,0,0.0,15400
7,63,2006,1,100964,4,1.2,1295
7,63,2017,1,33398,4,1.0,7995
7,187,2016,0,18452,4,1.2,10494
7,116,2017,1,22747,4,1.4,10980
7,101,2019,0,449,4,1.5,20985
7,100,2018,1,14142,4,1.5,18500
7,53,2015,1,24190,4,1.0,7489
7,116,2016,1,72000,0,2.0,10000
7,187,2010,1,101145,4,1.2,4399
7,116,2017,1,24588,0,2.0,14621
7,116,2017,1,14751,4,1.4,12491
7,63,2019,1,15757,4,1.0,10490
7,154,2019,0,3583,0,2.0,26780
7,101,2019,1,4938,0,2.0,24590
7,154,2019,0,2241,4,2.0,24980
7,53,2019,1,2987,4,1.0,9690
7,99,2020,0,10,4,1.6,23490
7,100,2019,1,5078,0,2.0,21490
7,63,2018,1,15696,4,1.0,9480
7,53,2016,1,22425,4,1.0,5831
7,53,2016,1,31520,4,1.0,5751
7,63,2018,1,35066,4,1.0,8371
7,63,2017,1,17396,4,1.0,7971
7,99,2019,0,3985,4,1.5,21995
7,154,2019,0,5093,0,2.0,25995
7,63,2019,1,3000,4,1.0,12995
7,116,2016,1,40705,0,1.6,8850
7,116,2018,0,9565,4,1.5,14499
7,154,2019,0,13033,0,2.0,19199
7,53,2013,1,43000,4,1.0,4995
7,154,2018,0,16445,4,1.4,18441
7,63,2018,1,8059,4,1.0,8995
7,187,2017,1,19025,4,1.2,12495
7,188,2017,1,42299,0,2.0,9999
7,187,2011,1,93579,0,2.0,5699
7,116,2016,0,23771,4,1.4,10999
7,63,2017,1,51089,4,1.2,6899
7,154,2017,1,114820,0,2.0,9000
7,116,2016,1,84120,0,2.0,7795
7,101,2017,1,20452,4,1.4,20898
7,149,2019,0,42,4,1.5,17995
7,154,2016,0,4625,4,1.4,13491
7,187,2017,1,19956,0,2.0,13750
7,154,2019,0,2000,0,2.0,24995
7,63,2019,1,5123,4,1.0,11750
7,53,2014,1,35710,4,1.0,4741
7,53,2018,1,24453,4,1.0,7180
7,116,2018,1,22350,4,1.5,11987
7,63,2009,1,79000,4,1.2,3295
7,116,2015,1,15310,0,2.0,10399
7,116,2013,1,40092,0,1.6,6899
7,116,2016,1,25640,0,2.0,13499
7,116,2018,1,17941,0,2.0,17499
7,63,2017,0,25480,4,1.2,8999
7,63,2015,0,15977,4,1.2,9241
7,116,2017,1,20598,4,1.0,10995
7,63,2018,1,8631,4,1.0,9695
7,63,2015,1,38148,4,1.2,7995
7,63,2018,1,17896,4,1.0,8995
7,63,2018,1,8596,4,1.0,9695
7,136,2018,1,15398,4,1.0,10250
7,188,2017,0,37000,0,2.0,14450
7,53,2017,1,71964,4,1.0,5000
7,154,2017,1,34028,0,1.6,11499
7,53,2017,1,24113,4,1.0,6999
7,116,2010,1,43000,0,1.6,4299
7,187,2017,1,13591,4,1.2,15495
7,63,2019,1,13932,4,1.0,8995
7,154,2015,1,37555,0,2.0,8999
7,53,2017,1,28971,4,1.0,7599
7,63,2017,1,34969,4,1.2,7899
7,187,2015,1,63813,4,1.2,9250
7,116,2015,1,97745,0,2.0,7291
7,116,2014,0,61811,0,2.0,10168
7,116,2015,1,85957,0,2.0,7750
7,63,2016,1,18977,4,1.2,7999
7,116,2016,0,68902,0,2.0,13199
7,63,2018,0,8835,4,1.0,12495
7,63,2015,0,31867,4,1.2,8995
7,53,2018,1,10744,4,1.0,7995
7,116,2019,1,1020,0,1.6,19995
7,149,2019,1,1069,4,1.0,16495
7,63,2019,1,1000,4,1.0,15695
7,63,2018,1,2991,4,1.0,8750
7,100,2018,1,20900,4,1.5,16990
7,116,2016,1,18431,4,1.4,11990
7,53,2019,1,10300,4,1.0,8990
7,116,2018,1,9000,4,1.5,14490
7,101,2019,0,11041,0,2.0,25990
7,63,2016,1,33308,4,1.2,8490
7,63,2017,1,21000,4,1.0,8995
7,63,2004,1,96000,4,1.2,1295
7,116,2018,3,32061,4,1.5,13999
7,53,2016,1,10200,4,1.0,6690
7,101,2019,1,4508,0,2.0,27890
7,116,2019,1,12,4,1.5,17400
7,100,2018,0,8100,4,1.5,22000
7,63,2017,1,25022,4,1.2,8490
7,116,2018,0,18930,4,1.5,14990
7,188,2017,1,7648,0,2.0,13000
7,101,2019,0,10358,0,2.0,23800
7,154,2019,0,8326,4,1.5,21790
7,154,2019,0,14,4,2.0,25000
7,63,2017,1,8000,4,1.0,10400
7,116,2019,1,7095,0,2.0,15500
7,63,2017,1,20538,4,1.2,9000
7,188,2017,0,14419,4,1.2,15490
7,63,2017,1,18854,4,1.0,9490
7,63,2018,1,29829,4,1.0,8990
7,100,2019,1,10,0,2.0,19990
7,101,2020,0,3500,0,2.0,34990
7,116,2019,0,6643,4,1.5,17990
7,101,2018,0,13519,0,2.0,25990
7,116,2019,0,7220,0,2.0,19990
7,63,2019,1,2388,4,1.0,11490
7,116,2019,0,4211,4,2.0,19490
7,63,2019,1,916,4,1.0,11990
7,63,2019,1,3300,4,1.0,13490
7,53,2019,1,3788,4,1.0,8990
7,116,2016,1,36305,0,2.0,13990
7,101,2018,0,18250,4,1.4,22490
7,63,2016,1,29800,4,1.0,7490
7,101,2017,1,41954,4,1.4,17490
7,99,2019,1,6300,4,1.0,18990
7,101,2019,0,11510,4,1.5,24990
7,101,2017,1,38500,0,2.0,17800
7,116,2017,0,10817,4,1.4,14500
7,116,2016,1,27300,0,2.0,10995
7,154,2018,0,22904,4,2.0,21990
7,100,2018,1,14538,0,1.6,14990
7,116,2018,1,19792,4,2.0,16990
7,63,2018,1,12934,4,1.0,10790
7,116,2015,1,36078,0,2.0,12990
7,63,2018,1,14087,4,1.0,11990
7,154,2017,0,69052,4,1.4,12990
7,63,2016,1,31518,4,1.2,8495
7,116,2017,1,29880,4,1.4,10990
7,53,2017,1,23862,4,1.0,7490
7,188,2017,1,24501,4,1.2,12490
7,116,2019,1,2348,4,1.5,15400
7,63,2019,1,1758,4,1.0,13290
7,63,2017,1,37150,4,1.2,8000
7,63,2016,1,28893,4,1.2,7900
7,116,2019,1,10026,0,1.6,14290
7,116,2010,1,250650,0,1.9,1485
7,116,2019,0,3359,4,2.0,19290
7,63,2018,1,14105,4,1.0,9990
7,101,2018,0,8586,4,1.4,21990
7,116,2016,1,89230,0,1.6,7795
7,116,2016,1,82980,0,1.6,7795
7,188,2016,1,40695,4,1.2,10490
7,188,2017,1,46914,4,1.2,11490
7,63,2018,1,6912,4,1.0,12490
7,53,2018,1,15724,4,1.0,8490
7,63,2017,1,37449,4,1.2,8490
7,63,2017,1,20267,4,1.2,9790
7,63,2017,0,22730,4,1.0,11290
7,99,2020,0,228,4,1.5,18990
7,63,2016,1,15658,4,1.0,7490
7,63,2016,1,36030,4,1.2,8990
7,116,2019,1,6240,4,1.0,15990
7,63,2020,1,10,4,1.0,13990
7,53,2018,1,2314,4,1.0,8990
7,100,2018,1,21098,4,1.5,16990
7,187,2014,1,40224,0,2.0,8990
7,100,2018,1,22749,4,1.5,16480
7,149,2019,0,3500,4,1.0,16980
7,63,2018,1,19338,4,1.0,6670
7,136,2017,1,18024,0,1.6,8850
7,116,2017,0,45737,0,2.0,11750
7,101,2017,0,33015,4,1.4,17950
7,116,2016,1,81440,0,2.0,10999
7,116,2018,0,5635,4,1.5,13990
7,63,2019,1,10,4,1.0,11990
7,100,2020,1,1601,0,2.0,26990
7,101,2017,1,12476,4,1.4,21260
7,63,2019,1,5435,4,1.0,11187
7,63,2018,1,19425,4,1.0,8995
7,116,2020,0,1941,0,2.0,18990
7,149,2020,1,5234,4,1.0,16490
7,63,2018,1,14658,4,1.0,8875
7,63,2018,1,2441,4,1.0,8986
7,63,2019,1,2800,4,1.0,11698
7,154,2017,0,57254,0,2.0,14495
7,116,2016,1,86552,0,1.6,7999
7,137,2009,1,97000,4,1.4,2495
7,63,2012,1,38901,4,1.2,4850
7,116,2019,0,14082,4,1.0,14750
7,63,2016,1,31437,4,1.2,8238
7,100,2018,1,13330,4,1.0,15798
7,154,2016,0,45234,0,2.0,15350
7,63,2017,0,28096,4,1.0,10475
7,149,2019,0,3572,4,1.5,16295
7,63,2015,1,42730,0,1.4,7295
7,116,2019,1,4108,0,2.0,16795
7,101,2018,0,20056,4,2.0,26490
7,116,2018,1,14449,0,1.6,11990
7,136,2014,1,49080,4,1.2,5990
7,154,2017,0,22757,0,2.0,16990
7,188,2014,0,68092,0,2.0,10990
7,116,2016,1,44315,4,1.4,9990
7,63,2017,1,14546,4,1.0,8490
7,63,2019,1,2652,4,1.0,11495
7,63,2019,1,3075,4,1.0,11495
7,53,2019,1,2360,4,1.0,7995
7,53,2017,1,13453,4,1.0,6120
7,63,2018,0,15833,4,1.0,12996
7,63,2017,0,15781,4,1.2,10477
7,116,2018,0,9943,4,1.4,14000
7,100,2018,1,8473,0,1.6,18000
7,63,2018,1,3657,4,1.0,9995
7,53,2016,1,35929,4,1.0,5895
7,116,2019,0,14196,0,2.0,19650
7,101,2019,0,13011,0,2.0,24000
7,101,2017,0,46333,4,1.4,19500
7,154,2019,0,16207,0,2.0,17500
7,63,2019,1,1771,4,1.0,11495
7,53,2017,1,19607,4,1.0,6000
7,116,2019,0,1763,0,1.6,17195
7,154,2019,0,3567,4,1.5,22295
7,116,2019,0,1005,4,1.5,20833
7,188,2016,0,28076,4,1.2,10495
7,188,2016,1,25199,4,1.2,11495
7,154,2019,0,5864,0,2.0,24695
7,63,2017,1,27976,4,1.0,7970
7,53,2017,1,20012,4,1.0,6780
7,63,2017,1,19751,4,1.2,8890
7,116,2015,1,81540,0,2.0,7795
7,116,2016,1,109270,0,2.0,7295
7,116,2016,0,31329,0,2.0,16490
7,63,2017,1,23985,4,1.2,8995
7,154,2017,1,36509,0,2.0,14800
7,101,2017,0,12300,4,1.4,23000
7,63,2019,1,14925,4,1.0,8200
7,116,2017,0,23100,0,2.0,13200
7,100,2019,1,3791,0,2.0,22000
7,136,2013,1,99000,0,1.6,4495
7,154,2016,1,114160,0,1.6,8000
7,116,2016,1,94940,0,2.0,6795
7,116,2016,1,84360,0,2.0,10695
7,116,2016,1,98420,0,2.0,9500
7,63,2012,0,52710,4,1.2,5791
7,63,2015,1,56162,0,1.4,6359
7,116,2012,0,63867,4,1.4,5791
7,63,2005,1,34982,4,1.4,2691
7,101,2017,1,40499,4,1.4,18995
7,53,2018,1,16093,4,1.0,7295
7,63,2019,1,3002,4,1.0,11495
7,63,2016,0,6547,4,1.2,11000
7,63,2017,0,13958,4,1.2,10795
7,101,2018,0,11925,0,2.0,21000
7,116,2015,1,71668,0,1.6,8169
7,116,2015,1,75000,0,1.6,7775
7,116,2016,1,55000,0,1.6,8375
7,63,2009,1,102645,4,1.2,2295
7,154,2017,3,52717,0,2.0,18450
7,53,2016,1,13877,4,1.0,6999
7,154,2019,0,6786,0,2.0,26195
7,149,2019,0,5697,0,1.6,18295
7,154,2019,0,3721,4,1.5,22474
7,137,2013,1,21462,4,1.2,6099
7,53,2017,1,23206,4,1.0,7449
7,63,2015,0,52258,0,1.4,7389
7,116,2014,1,83469,0,2.0,9999
7,116,2018,1,7348,0,1.6,12499
7,116,2016,1,28397,0,2.0,8999
7,116,2017,0,30804,4,1.4,12999
7,154,2016,1,37951,0,2.0,15399
7,116,2016,1,79334,0,2.0,9378
7,116,2016,1,16855,0,2.0,14499
7,116,2015,0,74933,0,2.0,11030
7,53,2014,1,34000,4,1.0,5251
7,154,2015,0,94027,0,2.0,9599
7,116,2013,1,86505,0,2.0,7195
7,116,2018,0,13000,4,1.5,14500
7,187,2011,0,103986,0,2.0,4249
7,137,2013,1,56950,0,1.6,5000
7,116,2017,1,32049,0,1.6,10900
7,149,2019,0,45,4,1.5,17770
7,154,2017,0,10629,4,2.0,19950
7,154,2016,1,20144,4,1.4,12220
7,116,2016,1,34006,4,1.4,10254
7,116,2017,1,16708,4,1.4,12480
7,101,2019,0,4864,0,2.0,34745
7,99,2019,1,2450,4,1.0,19490
7,63,2018,1,16213,4,1.0,8485
7,63,2017,1,18694,4,1.0,10000
7,101,2019,0,6840,4,2.0,29890
7,154,2016,1,38980,0,2.0,13999
7,187,2014,3,28095,0,2.0,12750
7,100,2018,0,16109,0,2.0,20990
7,63,2017,0,23021,4,1.2,11490
7,188,2017,0,17495,4,1.2,13675
7,149,2019,0,1907,4,1.0,17990
7,99,2019,0,1350,4,1.5,21770
7,116,2016,1,45801,0,1.6,9348
7,63,2018,1,23401,4,1.0,9995
7,63,2017,1,9725,4,1.0,7000
7,188,2015,1,48378,4,1.4,12890
7,63,2017,1,19099,4,1.2,8790
7,63,2016,0,47527,4,1.2,9226
7,154,2016,0,41463,0,2.0,13199
7,154,2016,1,88505,0,2.0,9799
7,116,2016,1,89256,0,1.6,8099
7,187,2014,1,32078,4,1.2,8199
7,187,2016,0,10947,4,1.2,12399
7,154,2016,1,93486,0,2.0,10799
7,187,2017,1,53033,0,2.0,9999
7,116,2008,1,104273,0,1.9,2495
7,63,2010,1,109575,0,1.9,2495
7,116,2009,1,107038,0,1.9,2495
7,116,2019,1,14523,4,1.5,12590
7,116,2019,0,13875,4,1.0,14485
7,101,2019,1,11,0,2.0,24795
7,101,2019,0,5808,0,2.0,31475
7,154,2019,0,6593,0,2.0,23490
7,116,2014,1,79200,0,2.0,7800
7,187,2015,1,68225,0,2.0,8500
7,100,2020,1,1784,4,1.5,24190
7,116,2018,1,17213,4,1.4,12450
7,63,2019,1,3177,4,1.0,11490
7,136,2018,1,9982,4,1.0,10000
7,100,2018,0,16117,0,1.6,18965
7,101,2019,0,14635,0,2.0,23695
7,63,2017,1,31148,4,1.2,7000
7,100,2018,1,12464,4,1.0,17650
7,101,2017,0,20720,0,2.0,22000
7,116,2017,1,36891,0,1.6,10000
7,63,2018,1,9775,4,1.0,7000
7,154,2017,0,18417,0,2.0,18290
7,116,2019,0,1932,4,2.0,24950
7,63,2019,1,9457,4,1.0,11000
7,116,2019,1,10610,4,1.5,15700
7,100,2019,0,3434,0,1.6,20890
7,116,2019,1,14399,0,1.6,13000
7,63,2019,1,3863,4,1.0,12690
7,101,2017,1,32000,4,1.4,21995
7,116,2016,1,42000,0,1.6,8695
7,154,2007,3,47000,0,2.5,3495
7,63,2012,1,130000,4,1.4,2495
7,187,2011,1,102000,0,2.0,4795
7,187,2013,1,95000,0,1.6,5495
7,63,2011,1,31599,4,1.2,5495
7,101,2017,0,22585,4,1.4,19999
7,100,2019,1,4621,0,1.6,18290
7,116,2017,0,31674,0,2.0,12950
7,63,2019,1,6260,4,1.0,10950
7,116,2019,0,14771,0,1.6,13290
7,116,2019,3,8944,0,1.6,15790
7,188,2017,0,21073,0,2.0,15000
7,154,2016,1,46574,0,1.6,12950
7,187,2016,0,21000,4,1.2,10995
7,116,2016,1,44000,4,1.4,8795
7,187,2017,1,16000,4,1.2,11995
7,187,2017,0,25000,4,1.2,12695
7,53,2012,1,71500,4,1.0,3595
7,116,2018,0,5770,4,1.0,14000
7,100,2019,0,14453,4,1.5,19790
7,116,2017,1,23776,4,1.4,10790
7,154,2019,1,9519,0,2.0,16490
7,101,2017,1,35830,4,1.4,19495
7,116,2019,0,15406,0,1.6,13690
7,116,2019,0,4000,4,1.5,18000
7,154,2015,0,30231,0,2.0,16000
7,116,2017,1,29536,4,2.0,15000
7,116,2017,0,15000,4,1.4,12490
7,63,2019,1,11380,4,1.0,11490
7,136,2014,1,29000,0,1.6,5890
7,116,2007,1,116000,0,2.0,2295
7,101,2019,0,15140,0,2.0,23750
7,63,2017,1,16269,4,1.2,10195
7,53,2014,1,48000,4,1.0,3995
7,154,2016,1,86191,0,2.0,9995
7,63,2017,1,20000,4,1.2,10000
7,63,2017,1,8573,4,1.0,9250
7,101,2019,1,6027,0,2.0,28490
7,101,2019,0,4320,4,2.0,29490
7,149,2020,1,651,4,1.0,15000
7,154,2019,0,5194,4,2.0,23790
7,99,2019,1,4177,4,1.0,19295
7,100,2019,1,9021,0,2.0,21450
7,53,2018,1,27964,4,1.0,7480
7,116,2019,0,14334,0,1.6,13450
7,154,2019,0,2487,0,2.0,25000
7,149,2019,1,2657,4,1.0,14995
7,99,2019,0,45,4,1.5,20870
7,116,2019,1,3196,0,2.0,14890
7,63,2019,1,11249,4,1.0,11795
7,101,2018,0,32248,4,2.0,23790
7,63,2018,1,34501,4,1.0,10290
7,116,2019,3,9758,0,2.0,15950
7,154,2019,0,6277,0,2.0,27695
7,116,2019,0,3277,0,1.6,17295
7,154,2019,0,5277,0,2.0,26695
7,116,2016,1,84632,0,1.6,7895
7,53,2014,1,23043,4,1.0,5995
7,137,2014,1,100470,0,1.6,3650
7,136,2014,1,69000,4,1.2,5595
7,187,2016,0,19100,4,1.2,13495
7,187,2017,0,10700,4,1.2,14495
7,116,2014,1,80234,0,1.6,6795
7,63,2016,0,4250,4,1.2,12195
7,154,2019,1,5235,4,1.5,18590
7,63,2019,1,6495,4,1.0,10285
7,101,2020,0,14050,4,1.5,21490
7,116,2017,0,56526,0,2.0,13999
7,99,2019,0,45,4,1.5,21995
7,116,2019,0,2250,0,1.6,17570
7,116,2019,0,3851,0,2.0,19745
7,100,2018,1,15029,4,1.5,20290
7,101,2018,0,12307,4,1.4,20640
7,154,2016,0,8047,0,2.0,19995
7,188,2014,1,27655,4,1.2,9380
7,100,2019,0,5800,0,2.0,25190
7,116,2019,1,13416,0,1.6,12695
7,101,2019,0,10,4,1.5,28495
7,116,2019,1,10682,4,1.5,15295
7,154,2019,1,5215,0,2.0,18890
7,116,2015,1,85887,0,1.6,7499
7,116,2018,1,25605,0,1.6,12449
7,154,2016,1,65549,0,1.6,9749
7,116,2019,0,4902,0,1.6,17195
7,154,2019,1,5757,4,1.5,18795
7,53,2016,1,39129,4,1.0,5950
7,63,2019,1,2940,4,1.0,13195
7,116,2015,1,35000,0,2.0,12000
7,63,2017,1,33000,4,1.2,7980
7,116,2019,1,132644,0,1.6,13250
7,100,2018,1,6600,4,1.5,20000
7,63,2019,1,3443,4,1.0,9890
7,154,2017,0,18391,4,1.4,14499
7,116,2017,1,19426,0,2.0,11686
7,116,2017,1,72382,0,2.0,9399
7,116,2016,1,79929,0,1.6,7699
7,116,2016,1,81748,0,1.6,8099
7,116,2015,1,57718,0,1.6,8599
7,116,2019,0,6846,4,2.0,18499
7,63,2006,1,141000,0,1.4,1295
7,149,2020,0,3059,4,1.0,18600
7,154,2019,0,14774,4,1.5,17000
7,116,2019,1,4000,4,1.5,16890
7,101,2018,0,21495,4,1.4,21495
7,100,2019,1,4191,0,2.0,21250
7,116,2019,0,13407,4,1.0,14890
7,63,2019,0,14008,4,1.0,12495
7,100,2019,0,2918,0,1.6,21250
7,154,2019,0,9822,0,2.0,25000
7,100,2019,1,4900,4,1.5,19890
7,100,2019,0,4438,0,1.6,21000
7,101,2019,0,7000,0,2.0,26000
7,100,2019,1,5895,4,1.5,23495
7,154,2019,0,4000,0,2.0,26750
7,116,2019,1,15,4,1.5,17590
7,101,2019,1,2272,0,2.0,26450
7,63,2019,1,5252,4,1.0,11590
7,116,2019,1,4250,0,1.6,14590
7,101,2017,0,36000,0,2.0,21495
7,63,2017,0,14030,4,1.0,12000
7,63,2017,1,7150,4,1.2,8500
7,116,2017,1,50000,0,2.0,14500
7,63,2014,1,69000,0,1.6,4790
7,116,2016,1,63233,0,2.0,9495
7,136,2013,1,29750,4,1.2,5495
7,116,2019,1,2525,0,1.6,14790
7,100,2019,0,4555,4,1.5,22950
7,116,2019,0,14318,4,1.0,14890
7,154,2019,0,12246,4,2.0,26000
7,63,2019,1,1878,4,1.0,9890
7,116,2019,1,10555,0,2.0,14650
7,100,2019,0,7200,0,2.0,25000
7,116,2019,1,14950,0,1.6,12795
7,116,2019,1,14441,4,1.5,14950
7,100,2019,0,4491,4,2.0,25000
7,116,2019,0,1830,0,2.0,17490
7,116,2019,1,14647,0,1.6,12650
7,116,2019,0,2488,0,1.6,16950
7,116,2019,0,100,4,2.0,22000
7,116,2019,0,17750,0,1.6,13250
7,136,2019,1,12850,4,1.0,9545
7,136,2019,1,12850,4,1.0,9545
7,100,2019,1,7250,0,2.0,23850
7,136,2019,1,13579,4,1.0,9550
7,100,2019,0,8495,0,1.6,20750
7,116,2019,1,9200,0,1.6,13790
7,100,2019,0,5595,0,1.6,21595
7,101,2017,1,32500,4,1.4,19795
7,116,2019,1,14506,0,1.6,12665
7,100,2019,0,4935,0,1.6,18850
7,154,2019,0,7017,4,2.0,26000
7,154,2019,0,3352,0,2.0,26550
7,154,2019,1,12727,0,2.0,15850
7,116,2019,1,7435,0,2.0,14595
7,116,2019,1,14206,0,1.6,12650
7,101,2019,1,5,4,1.5,22890
7,101,2019,1,5,4,1.5,23490
7,116,2010,0,77000,4,1.4,4237
7,63,2006,1,107765,4,1.2,995
7,63,2019,1,7310,4,1.0,9390
7,63,2019,1,3000,4,1.0,12000
7,116,2019,0,4500,0,2.0,18000
7,63,2019,1,3500,4,1.0,13940
7,101,2019,0,12863,0,2.0,23850
7,116,2019,0,5,4,2.0,26980
7,116,2019,1,12957,4,1.0,12680
7,154,2019,1,1543,0,2.0,19300
7,116,2017,1,27068,4,2.0,16240
7,116,2019,0,13623,4,1.0,14790
7,149,2019,0,4906,0,1.6,16250
7,154,2016,3,36000,0,2.0,16995
7,154,2019,1,7832,4,1.5,18740
7,116,2019,0,7661,0,2.0,17680
7,116,2019,0,14441,4,1.0,14490
7,116,2019,1,11357,0,1.6,12640
7,116,2019,1,5996,0,2.0,16540
7,154,2019,0,8808,4,2.0,27240
7,116,2019,1,14068,0,1.6,12540
7,53,2015,1,17515,4,1.0,5600
7,154,2017,3,37750,0,2.0,16495
7,63,2017,3,17801,4,1.2,9995
7,187,2017,3,17257,4,1.2,13995
7,136,2016,1,50000,4,1.2,7435
7,63,2018,3,5000,4,1.0,13425
7,116,2019,0,14075,0,1.6,14640
7,116,2017,0,25237,4,1.4,12650
7,101,2020,0,6637,0,2.0,32090
7,101,2019,0,6091,4,2.0,29190
7,116,2020,0,1908,4,2.0,21690
7,63,2019,1,8000,4,1.0,9395
7,116,2014,1,140000,4,1.4,5195
7,63,2010,1,145268,0,1.4,1250
7,116,2019,0,15520,0,1.6,13450
7,116,2019,0,4000,0,2.0,19750
7,154,2019,0,6750,4,2.0,24700
7,116,2019,1,15,4,1.5,17490
7,100,2019,1,4307,0,2.0,23340
7,154,2019,0,4239,4,2.0,27690
7,188,2015,1,37601,0,2.0,11790
7,116,2015,1,26000,0,2.0,12790
7,154,2019,0,12158,4,1.5,20490
7,116,2019,1,13101,0,1.6,13980
7,116,2019,1,14326,0,1.6,12780
7,63,2019,1,14265,4,1.0,9980
7,63,2019,1,6601,4,1.0,12690
7,188,2017,0,14719,4,1.2,13590
7,116,2019,0,4572,0,2.0,15980
